route_id,service_id,trip_id,direction_id,shape_id,trip_headsign,block_id
1_42,1_89769,1_174589_5_1,1,1_42_1,,
1_42,1_89769,1_174589_7_1,1,1_42_1,,
1_42,1_89769,1_174589_9_1,1,1_42_1,,
1_42,1_89769,1_174590_11_1,1,1_42_1,,
1_42,1_89769,1_174590_13_1,1,1_42_1,,
1_42,1_89769,1_174590_3_1,1,1_42_1,,
1_42,1_89769,1_174590_5_1,1,1_42_1,,
1_42,1_89769,1_174590_7_1,1,1_42_1,,
1_42,1_89769,1_174590_9_1,1,1_42_1,,
1_42,1_89770,1_174591_2_0,0,1_42_0,,
1_42,1_89770,1_174591_4_0,0,1_42_0,,
1_42,1_89770,1_174591_6_0,0,1_42_0,,
1_42,1_89770,1_174591_-99_0,0,svc_1_174591_-99,,
1_42,1_89770,1_174592_2_0,0,1_42_0,,
1_42,1_89770,1_174592_4_0,0,1_42_0,,
1_42,1_89770,1_174592_-99_0,0,svc_1_174592_-99,,
1_42,1_89770,1_174591_3_1,1,1_42_1,,
1_42,1_89770,1_174591_5_1,1,1_42_1,,
1_42,1_89770,1_174592_1_1,1,1_42_1,,
1_42,1_89770,1_174592_3_1,1,1_42_1,,
1_42,1_89770,1_174592_5_1,1,1_42_1,,
1_42,1_89774,1_174598_10_0,0,1_42_0,,
1_42,1_89774,1_174598_12_0,0,1_42_0,,
1_42,1_89774,1_174598_2_0,0,1_42_0,,
1_42,1_89774,1_174598_4_0,0,1_42_0,,
1_42,1_89774,1_174598_6_0,0,1_42_0,,
1_42,1_89774,1_174598_8_0,0,1_42_0,,
1_42,1_89774,1_174599_10_0,0,1_42_0,,
1_42,1_89774,1_174599_12_0,0,1_42_0,,
1_42,1_89774,1_174599_2_0,0,1_42_0,,
1_42,1_89774,1_174599_4_0,0,1_42_0,,
1_42,1_89774,1_174599_6_0,0,1_42_0,,
1_42,1_89774,1_174599_8_0,0,1_42_0,,
1_42,1_89774,1_174599_-99_0,0,svc_1_174599_-99,,
1_42,1_89774,1_174598_11_1,1,1_42_1,,
1_42,1_89774,1_174598_3_1,1,1_42_1,,
1_42,1_89774,1_174598_5_1,1,1_42_1,,
1_42,1_89774,1_174598_7_1,1,1_42_1,,
1_42,1_89774,1_174598_9_1,1,1_42_1,,
1_42,1_89774,1_174599_11_1,1,1_42_1,,
1_42,1_89774,1_174599_13_1,1,1_42_1,,
1_42,1_89774,1_174599_3_1,1,1_42_1,,
1_42,1_89774,1_174599_5_1,1,1_42_1,,
1_42,1_89774,1_174599_7_1,1,1_42_1,,
1_42,1_89774,1_174599_9_1,1,1_42_1,,
1_42,1_89775,1_174600_10_0,0,1_42_0,,
1_42,1_89775,1_174600_12_0,0,1_42_0,,
1_42,1_89775,1_174600_2_0,0,1_42_0,,
1_42,1_89775,1_174600_4_0,0,1_42_0,,
1_42,1_89775,1_174600_6_0,0,1_42_0,,
1_42,1_89775,1_174600_8_0,0,1_42_0,,
1_42,1_89775,1_174600_-99_0,0,svc_1_174600_-99,,
1_42,1_89775,1_174600_1_1,1,1_42_1,,
1_42,1_89775,1_174600_11_1,1,1_42_1,,
1_42,1_89775,1_174600_13_1,1,1_42_1,,
1_42,1_89775,1_174600_3_1,1,1_42_1,,
1_42,1_89775,1_174600_5_1,1,1_42_1,,
1_42,1_89775,1_174600_7_1,1,1_42_1,,
1_42,1_89775,1_174600_9_1,1,1_42_1,,
1_46,1_89205,1_173508_2_0,0,1_46_0,,
1_46,1_89205,1_173508_4_0,0,1_46_0,,
1_46,1_89205,1_173508_6_0,0,1_46_0,,
1_46,1_89205,1_173508_8_0,0,1_46_0,,
1_46,1_89205,1_173509_10_0,0,1_46_0,,
1_46,1_89205,1_173509_2_0,0,1_46_0,,
1_46,1_89205,1_173509_4_0,0,1_46_0,,
1_46,1_89205,1_173509_6_0,0,1_46_0,,
1_46,1_89205,1_173509_8_0,0,1_46_0,,
1_46,1_89205,1_173509_-99_0,0,svc_1_173509_-99,,
1_46,1_89205,1_173508_1_1,1,1_46_1,,
1_46,1_89205,1_173508_3_1,1,1_46_1,,
1_46,1_89205,1_173508_5_1,1,1_46_1,,
1_46,1_89205,1_173508_7_1,1,1_46_1,,
1_46,1_89205,1_173508_9_1,1,1_46_1,,
1_46,1_89205,1_173509_1_1,1,1_46_1,,
1_46,1_89205,1_173509_3_1,1,1_46_1,,
1_46,1_89205,1_173509_5_1,1,1_46_1,,
1_46,1_89205,1_173509_7_1,1,1_46_1,,
1_46,1_89205,1_173509_9_1,1,1_46_1,,
1_46,1_89206,1_173510_2_0,0,1_46_0,,
1_46,1_89206,1_173510_-99_0,0,svc_1_173510_-99,,
1_46,1_89206,1_173511_2_0,0,1_46_0,,
1_46,1_89206,1_173511_4_0,0,1_46_0,,
1_46,1_89206,1_173511_-99_0,0,svc_1_173511_-99,,
1_46,1_89206,1_173510_1_1,1,1_46_1,,
1_46,1_89206,1_173510_3_1,1,1_46_1,,
1_46,1_89206,1_173511_3_1,1,1_46_1,,
1_46,1_89207,1_173512_2_0,0,1_46_0,,
1_46,1_89207,1_173512_4_0,0,1_46_0,,
1_46,1_89207,1_173512_6_0,0,1_46_0,,
1_46,1_89207,1_173512_8_0,0,1_46_0,,
1_46,1_89207,1_173513_2_0,0,1_46_0,,
1_46,1_89207,1_173513_4_0,0,1_46_0,,
1_46,1_89207,1_173513_6_0,0,1_46_0,,
1_46,1_89207,1_173513_8_0,0,1_46_0,,
1_46,1_89207,1_173513_-99_0,0,svc_1_173513_-99,,
1_46,1_89207,1_173512_1_1,1,1_46_1,,
1_46,1_89207,1_173512_3_1,1,1_46_1,,
1_46,1_89207,1_173512_5_1,1,1_46_1,,
1_46,1_89207,1_173512_7_1,1,1_46_1,,
1_46,1_89207,1_173512_9_1,1,1_46_1,,
1_46,1_89207,1_173513_1_1,1,1_46_1,,
1_46,1_89207,1_173513_3_1,1,1_46_1,,
1_46,1_89207,1_173513_5_1,1,1_46_1,,
1_46,1_89207,1_173513_7_1,1,1_46_1,,
1_46,1_89207,1_173513_9_1,1,1_46_1,,
1_46,1_89208,1_173514_2_0,0,1_46_0,,
1_46,1_89208,1_173514_4_0,0,1_46_0,,
1_46,1_89208,1_173514_6_0,0,1_46_0,,
1_46,1_89208,1_173514_8_0,0,1_46_0,,
1_46,1_89208,1_173515_2_0,0,1_46_0,,
1_46,1_89208,1_173515_4_0,0,1_46_0,,
1_46,1_89208,1_173515_6_0,0,1_46_0,,
1_46,1_89208,1_173515_8_0,0,1_46_0,,
1_46,1_89208,1_173515_-99_0,0,svc_1_173515_-99,,
1_46,1_89208,1_173514_1_1,1,1_46_1,,
1_46,1_89208,1_173514_3_1,1,1_46_1,,
1_46,1_89208,1_173514_5_1,1,1_46_1,,
1_46,1_89208,1_173514_7_1,1,1_46_1,,
1_46,1_89208,1_173514_9_1,1,1_46_1,,
1_46,1_89208,1_173515_1_1,1,1_46_1,,
1_46,1_89208,1_173515_3_1,1,1_46_1,,
1_46,1_89208,1_173515_5_1,1,1_46_1,,
1_46,1_89208,1_173515_7_1,1,1_46_1,,
1_46,1_89208,1_173515_9_1,1,1_46_1,,
1_46,1_89209,1_173516_2_0,0,1_46_0,,
1_46,1_89209,1_173516_-99_0,0,svc_1_173516_-99,,
1_46,1_89209,1_173517_2_0,0,1_46_0,,
1_46,1_89209,1_173517_4_0,0,1_46_0,,
1_46,1_89209,1_173517_-99_0,0,svc_1_173517_-99,,
1_46,1_89209,1_173516_1_1,1,1_46_1,,
1_46,1_89209,1_173516_3_1,1,1_46_1,,
1_46,1_89209,1_173517_3_1,1,1_46_1,,
1_46,1_89210,1_173518_2_0,0,1_46_0,,
1_46,1_89210,1_173518_4_0,0,1_46_0,,
1_46,1_89210,1_173518_6_0,0,1_46_0,,
1_46,1_89210,1_173518_8_0,0,1_46_0,,
1_46,1_89210,1_173519_2_0,0,1_46_0,,
1_46,1_89210,1_173519_4_0,0,1_46_0,,
1_46,1_89210,1_173519_6_0,0,1_46_0,,
1_46,1_89210,1_173519_8_0,0,1_46_0,,
1_46,1_89210,1_173519_-99_0,0,svc_1_173519_-99,,
1_46,1_89210,1_173518_1_1,1,1_46_1,,
1_46,1_89210,1_173518_3_1,1,1_46_1,,
1_46,1_89210,1_173518_5_1,1,1_46_1,,
1_46,1_89210,1_173518_7_1,1,1_46_1,,
1_46,1_89210,1_173518_9_1,1,1_46_1,,
1_46,1_89210,1_173519_1_1,1,1_46_1,,
1_46,1_89210,1_173519_3_1,1,1_46_1,,
1_46,1_89210,1_173519_5_1,1,1_46_1,,
1_46,1_89210,1_173519_7_1,1,1_46_1,,
1_46,1_89210,1_173519_9_1,1,1_46_1,,
1_46,1_89211,1_173520_2_0,0,1_46_0,,
1_46,1_89211,1_173520_-99_0,0,svc_1_173520_-99,,
1_46,1_89211,1_173521_2_0,0,1_46_0,,
1_46,1_89211,1_173521_4_0,0,1_46_0,,
1_46,1_89211,1_173521_-99_0,0,svc_1_173521_-99,,
1_46,1_89211,1_173520_1_1,1,1_46_1,,
1_46,1_89211,1_173520_3_1,1,1_46_1,,
1_46,1_89211,1_173521_3_1,1,1_46_1,,
1_46,1_89212,1_173522_2_0,0,1_46_0,,
1_46,1_89212,1_173522_4_0,0,1_46_0,,
1_46,1_89212,1_173522_6_0,0,1_46_0,,
1_46,1_89212,1_173522_8_0,0,1_46_0,,
1_46,1_89212,1_173523_2_0,0,1_46_0,,
1_46,1_89212,1_173523_4_0,0,1_46_0,,
1_46,1_89212,1_173523_6_0,0,1_46_0,,
1_46,1_89212,1_173523_8_0,0,1_46_0,,
1_46,1_89212,1_173523_-99_0,0,svc_1_173523_-99,,
1_46,1_89212,1_173522_1_1,1,1_46_1,,
1_46,1_89212,1_173522_3_1,1,1_46_1,,
1_46,1_89212,1_173522_5_1,1,1_46_1,,
1_46,1_89212,1_173522_7_1,1,1_46_1,,
1_46,1_89212,1_173522_9_1,1,1_46_1,,
1_46,1_89212,1_173523_1_1,1,1_46_1,,
1_46,1_89212,1_173523_3_1,1,1_46_1,,
1_46,1_89212,1_173523_5_1,1,1_46_1,,
1_46,1_89212,1_173523_7_1,1,1_46_1,,
1_46,1_89212,1_173523_9_1,1,1_46_1,,
1_46,1_89213,1_173524_2_0,0,1_46_0,,
1_46,1_89213,1_173524_4_0,0,1_46_0,,
1_46,1_89213,1_173524_6_0,0,1_46_0,,
1_46,1_89213,1_173524_8_0,0,1_46_0,,
1_46,1_89213,1_173525_2_0,0,1_46_0,,
1_46,1_89213,1_173525_4_0,0,1_46_0,,
1_46,1_89213,1_173525_6_0,0,1_46_0,,
1_46,1_89213,1_173525_8_0,0,1_46_0,,
1_46,1_89213,1_173525_-99_0,0,svc_1_173525_-99,,
1_46,1_89213,1_173524_1_1,1,1_46_1,,
1_46,1_89213,1_173524_3_1,1,1_46_1,,
1_46,1_89213,1_173524_5_1,1,1_46_1,,
1_46,1_89213,1_173524_7_1,1,1_46_1,,
1_46,1_89213,1_173524_9_1,1,1_46_1,,
1_46,1_89213,1_173525_1_1,1,1_46_1,,
1_46,1_89213,1_173525_3_1,1,1_46_1,,
1_46,1_89213,1_173525_5_1,1,1_46_1,,
1_46,1_89213,1_173525_7_1,1,1_46_1,,
1_46,1_89213,1_173525_9_1,1,1_46_1,,
1_46,1_89214,1_173526_2_0,0,1_46_0,,
1_46,1_89214,1_173526_-99_0,0,svc_1_173526_-99,,
1_46,1_89214,1_173527_2_0,0,1_46_0,,
1_46,1_89214,1_173527_4_0,0,1_46_0,,
1_46,1_89214,1_173527_-99_0,0,svc_1_173527_-99,,
1_46,1_89214,1_173526_1_1,1,1_46_1,,
1_46,1_89214,1_173526_3_1,1,1_46_1,,
1_46,1_89214,1_173527_3_1,1,1_46_1,,
1_46,1_89215,1_173528_10_0,0,1_46_0,,
1_46,1_89215,1_173528_2_0,0,1_46_0,,
1_46,1_89215,1_173528_4_0,0,1_46_0,,
1_46,1_89215,1_173528_6_0,0,1_46_0,,
1_46,1_89215,1_173528_8_0,0,1_46_0,,
1_46,1_89215,1_173529_10_0,0,1_46_0,,
1_46,1_89215,1_173529_2_0,0,1_46_0,,
1_46,1_89215,1_173529_4_0,0,1_46_0,,
1_46,1_89215,1_173529_6_0,0,1_46_0,,
1_46,1_89215,1_173529_8_0,0,1_46_0,,
1_46,1_89215,1_173529_-99_0,0,svc_1_173529_-99,,
1_46,1_89215,1_173528_3_1,1,1_46_1,,
1_46,1_89215,1_173528_5_1,1,1_46_1,,
1_46,1_89215,1_173528_7_1,1,1_46_1,,
1_46,1_89215,1_173528_9_1,1,1_46_1,,
1_46,1_89215,1_173529_3_1,1,1_46_1,,
1_46,1_89215,1_173529_5_1,1,1_46_1,,
1_46,1_89215,1_173529_7_1,1,1_46_1,,
1_46,1_89215,1_173529_9_1,1,1_46_1,,
1_46,1_89216,1_173530_2_0,0,1_46_0,,
1_46,1_89216,1_173530_-99_0,0,svc_1_173530_-99,,
1_46,1_89216,1_173531_2_0,0,1_46_0,,
1_46,1_89216,1_173531_4_0,0,1_46_0,,
1_46,1_89216,1_173531_-99_0,0,svc_1_173531_-99,,
1_46,1_89216,1_173530_1_1,1,1_46_1,,
1_46,1_89216,1_173530_3_1,1,1_46_1,,
1_46,1_89216,1_173531_3_1,1,1_46_1,,
1_46,1_89217,1_173532_10_0,0,1_46_0,,
1_46,1_89217,1_173532_2_0,0,1_46_0,,
1_46,1_89217,1_173532_4_0,0,1_46_0,,
1_46,1_89217,1_173532_6_0,0,1_46_0,,
1_46,1_89217,1_173532_8_0,0,1_46_0,,
1_46,1_89217,1_173533_10_0,0,1_46_0,,
1_46,1_89217,1_173533_2_0,0,1_46_0,,
1_46,1_89217,1_173533_4_0,0,1_46_0,,
1_46,1_89217,1_173533_6_0,0,1_46_0,,
1_46,1_89217,1_173533_8_0,0,1_46_0,,
1_46,1_89217,1_173533_-99_0,0,svc_1_173533_-99,,
1_46,1_89217,1_173532_3_1,1,1_46_1,,
1_46,1_89217,1_173532_5_1,1,1_46_1,,
1_46,1_89217,1_173532_7_1,1,1_46_1,,
1_46,1_89217,1_173532_9_1,1,1_46_1,,
1_46,1_89217,1_173533_3_1,1,1_46_1,,
1_46,1_89217,1_173533_5_1,1,1_46_1,,
1_46,1_89217,1_173533_7_1,1,1_46_1,,
1_46,1_89217,1_173533_9_1,1,1_46_1,,
1_46,1_89218,1_173534_10_0,0,1_46_0,,
1_46,1_89218,1_173534_2_0,0,1_46_0,,
1_46,1_89218,1_173534_4_0,0,1_46_0,,
1_46,1_89218,1_173534_6_0,0,1_46_0,,
1_46,1_89218,1_173534_8_0,0,1_46_0,,
1_46,1_89218,1_173535_10_0,0,1_46_0,,
1_46,1_89218,1_173535_2_0,0,1_46_0,,
1_46,1_89218,1_173535_4_0,0,1_46_0,,
1_46,1_89218,1_173535_6_0,0,1_46_0,,
1_46,1_89218,1_173535_8_0,0,1_46_0,,
1_46,1_89218,1_173535_-99_0,0,svc_1_173535_-99,,
1_46,1_89218,1_173534_3_1,1,1_46_1,,
1_46,1_89218,1_173534_5_1,1,1_46_1,,
1_46,1_89218,1_173534_7_1,1,1_46_1,,
1_46,1_89218,1_173534_9_1,1,1_46_1,,
1_46,1_89218,1_173535_3_1,1,1_46_1,,
1_46,1_89218,1_173535_5_1,1,1_46_1,,
1_46,1_89218,1_173535_7_1,1,1_46_1,,
1_46,1_89218,1_173535_9_1,1,1_46_1,,
1_46,1_89219,1_173536_2_0,0,1_46_0,,
1_46,1_89219,1_173536_-99_0,0,svc_1_173536_-99,,
1_46,1_89219,1_173537_2_0,0,1_46_0,,
1_46,1_89219,1_173537_4_0,0,1_46_0,,
1_46,1_89219,1_173537_-99_0,0,svc_1_173537_-99,,
1_46,1_89219,1_173536_1_1,1,1_46_1,,
1_46,1_89219,1_173536_3_1,1,1_46_1,,
1_46,1_89219,1_173537_3_1,1,1_46_1,,
1_46,1_89756,1_174567_2_0,0,1_46_0,,
1_46,1_89756,1_174567_4_0,0,1_46_0,,
1_46,1_89756,1_174567_6_0,0,1_46_0,,
1_46,1_89756,1_174567_8_0,0,1_46_0,,
1_46,1_89756,1_174568_10_0,0,1_46_0,,
1_46,1_89756,1_174568_2_0,0,1_46_0,,
1_46,1_89756,1_174568_4_0,0,1_46_0,,
1_46,1_89756,1_174568_6_0,0,1_46_0,,
1_46,1_89756,1_174568_8_0,0,1_46_0,,
1_46,1_89756,1_174568_-99_0,0,svc_1_174568_-99,,
1_46,1_89756,1_174567_1_1,1,1_46_1,,
1_46,1_89756,1_174567_3_1,1,1_46_1,,
1_46,1_89756,1_174567_5_1,1,1_46_1,,
1_46,1_89756,1_174567_7_1,1,1_46_1,,
1_46,1_89756,1_174567_9_1,1,1_46_1,,
1_46,1_89756,1_174568_1_1,1,1_46_1,,
1_46,1_89756,1_174568_3_1,1,1_46_1,,
1_46,1_89756,1_174568_5_1,1,1_46_1,,
1_46,1_89756,1_174568_7_1,1,1_46_1,,
1_46,1_89756,1_174568_9_1,1,1_46_1,,
1_46,1_89757,1_174569_2_0,0,1_46_0,,
1_46,1_89757,1_174569_4_0,0,1_46_0,,
1_46,1_89757,1_174569_6_0,0,1_46_0,,
1_46,1_89757,1_174569_8_0,0,1_46_0,,
1_46,1_89757,1_174569_-99_0,0,svc_1_174569_-99,,
1_46,1_89757,1_174569_1_1,1,1_46_1,,
1_46,1_89757,1_174569_3_1,1,1_46_1,,
1_46,1_89757,1_174569_5_1,1,1_46_1,,
1_46,1_89757,1_174569_7_1,1,1_46_1,,
1_46,1_89758,1_174570_2_0,0,1_46_0,,
1_46,1_89758,1_174570_4_0,0,1_46_0,,
1_46,1_89758,1_174570_6_0,0,1_46_0,,
1_46,1_89758,1_174570_8_0,0,1_46_0,,
1_46,1_89758,1_174571_2_0,0,1_46_0,,
1_46,1_89758,1_174571_4_0,0,1_46_0,,
1_46,1_89758,1_174571_6_0,0,1_46_0,,
1_46,1_89758,1_174571_8_0,0,1_46_0,,
1_46,1_89758,1_174571_-99_0,0,svc_1_174571_-99,,
1_46,1_89758,1_174570_1_1,1,1_46_1,,
1_46,1_89758,1_174570_3_1,1,1_46_1,,
1_46,1_89758,1_174570_5_1,1,1_46_1,,
1_46,1_89758,1_174570_7_1,1,1_46_1,,
1_46,1_89758,1_174570_9_1,1,1_46_1,,
1_46,1_89758,1_174571_1_1,1,1_46_1,,
1_46,1_89758,1_174571_3_1,1,1_46_1,,
1_46,1_89758,1_174571_5_1,1,1_46_1,,
1_46,1_89758,1_174571_7_1,1,1_46_1,,
1_46,1_89758,1_174571_9_1,1,1_46_1,,
1_46,1_89759,1_174572_2_0,0,1_46_0,,
1_46,1_89759,1_174572_4_0,0,1_46_0,,
1_46,1_89759,1_174572_6_0,0,1_46_0,,
1_46,1_89759,1_174572_8_0,0,1_46_0,,
1_46,1_89759,1_174573_2_0,0,1_46_0,,
1_46,1_89759,1_174573_4_0,0,1_46_0,,
1_46,1_89759,1_174573_6_0,0,1_46_0,,
1_46,1_89759,1_174573_8_0,0,1_46_0,,
1_46,1_89759,1_174573_-99_0,0,svc_1_174573_-99,,
1_46,1_89759,1_174572_1_1,1,1_46_1,,
1_46,1_89759,1_174572_3_1,1,1_46_1,,
1_46,1_89759,1_174572_5_1,1,1_46_1,,
1_46,1_89759,1_174572_7_1,1,1_46_1,,
1_46,1_89759,1_174572_9_1,1,1_46_1,,
1_46,1_89759,1_174573_1_1,1,1_46_1,,
1_46,1_89759,1_174573_3_1,1,1_46_1,,
1_46,1_89759,1_174573_5_1,1,1_46_1,,
1_46,1_89759,1_174573_7_1,1,1_46_1,,
1_46,1_89759,1_174573_9_1,1,1_46_1,,
1_46,1_89760,1_174574_2_0,0,1_46_0,,
1_46,1_89760,1_174574_4_0,0,1_46_0,,
1_46,1_89760,1_174574_6_0,0,1_46_0,,
1_46,1_89760,1_174574_8_0,0,1_46_0,,
1_46,1_89760,1_174575_2_0,0,1_46_0,,
1_46,1_89760,1_174575_4_0,0,1_46_0,,
1_46,1_89760,1_174575_6_0,0,1_46_0,,
1_46,1_89760,1_174575_8_0,0,1_46_0,,
1_46,1_89760,1_174575_-99_0,0,svc_1_174575_-99,,
1_46,1_89760,1_174574_1_1,1,1_46_1,,
1_46,1_89760,1_174574_3_1,1,1_46_1,,
1_46,1_89760,1_174574_5_1,1,1_46_1,,
1_46,1_89760,1_174574_7_1,1,1_46_1,,
1_46,1_89760,1_174574_9_1,1,1_46_1,,
1_46,1_89760,1_174575_1_1,1,1_46_1,,
1_46,1_89760,1_174575_3_1,1,1_46_1,,
1_46,1_89760,1_174575_5_1,1,1_46_1,,
1_46,1_89760,1_174575_7_1,1,1_46_1,,
1_46,1_89760,1_174575_9_1,1,1_46_1,,
1_46,1_89761,1_174576_2_0,0,1_46_0,,
1_46,1_89761,1_174576_4_0,0,1_46_0,,
1_46,1_89761,1_174576_6_0,0,1_46_0,,
1_46,1_89761,1_174576_8_0,0,1_46_0,,
1_46,1_89761,1_174577_2_0,0,1_46_0,,
1_46,1_89761,1_174577_4_0,0,1_46_0,,
1_46,1_89761,1_174577_6_0,0,1_46_0,,
1_46,1_89761,1_174577_8_0,0,1_46_0,,
1_46,1_89761,1_174577_-99_0,0,svc_1_174577_-99,,
1_46,1_89761,1_174576_1_1,1,1_46_1,,
1_46,1_89761,1_174576_3_1,1,1_46_1,,
1_46,1_89761,1_174576_5_1,1,1_46_1,,
1_46,1_89761,1_174576_7_1,1,1_46_1,,
1_46,1_89761,1_174576_9_1,1,1_46_1,,
1_46,1_89761,1_174577_1_1,1,1_46_1,,
1_46,1_89761,1_174577_3_1,1,1_46_1,,
1_46,1_89761,1_174577_5_1,1,1_46_1,,
1_46,1_89761,1_174577_7_1,1,1_46_1,,
1_46,1_89761,1_174577_9_1,1,1_46_1,,
1_46,1_89762,1_174578_2_0,0,1_46_0,,
1_46,1_89762,1_174578_4_0,0,1_46_0,,
1_46,1_89762,1_174578_6_0,0,1_46_0,,
1_46,1_89762,1_174578_8_0,0,1_46_0,,
1_46,1_89762,1_174578_-99_0,0,svc_1_174578_-99,,
1_46,1_89762,1_174578_1_1,1,1_46_1,,
1_46,1_89762,1_174578_3_1,1,1_46_1,,
1_46,1_89762,1_174578_5_1,1,1_46_1,,
1_46,1_89762,1_174578_7_1,1,1_46_1,,
1_46,1_89763,1_174579_2_0,0,1_46_0,,
1_46,1_89763,1_174579_4_0,0,1_46_0,,
1_46,1_89763,1_174579_6_0,0,1_46_0,,
1_46,1_89763,1_174579_8_0,0,1_46_0,,
1_46,1_89763,1_174580_2_0,0,1_46_0,,
1_46,1_89763,1_174580_4_0,0,1_46_0,,
1_46,1_89763,1_174580_6_0,0,1_46_0,,
1_46,1_89763,1_174580_8_0,0,1_46_0,,
1_46,1_89763,1_174580_-99_0,0,svc_1_174580_-99,,
1_46,1_89763,1_174579_1_1,1,1_46_1,,
1_46,1_89763,1_174579_3_1,1,1_46_1,,
1_46,1_89763,1_174579_5_1,1,1_46_1,,
1_46,1_89763,1_174579_7_1,1,1_46_1,,
1_46,1_89763,1_174579_9_1,1,1_46_1,,
1_46,1_89763,1_174580_1_1,1,1_46_1,,
1_46,1_89763,1_174580_3_1,1,1_46_1,,
1_46,1_89763,1_174580_5_1,1,1_46_1,,
1_46,1_89763,1_174580_7_1,1,1_46_1,,
1_46,1_89763,1_174580_9_1,1,1_46_1,,
1_46,1_89764,1_174581_10_0,0,1_46_0,,
1_46,1_89764,1_174581_2_0,0,1_46_0,,
1_46,1_89764,1_174581_4_0,0,1_46_0,,
1_46,1_89764,1_174581_6_0,0,1_46_0,,
1_46,1_89764,1_174581_8_0,0,1_46_0,,
1_46,1_89764,1_174582_10_0,0,1_46_0,,
1_46,1_89764,1_174582_2_0,0,1_46_0,,
1_46,1_89764,1_174582_4_0,0,1_46_0,,
1_46,1_89764,1_174582_6_0,0,1_46_0,,
1_46,1_89764,1_174582_8_0,0,1_46_0,,
1_46,1_89764,1_174582_-99_0,0,svc_1_174582_-99,,
1_46,1_89764,1_174581_3_1,1,1_46_1,,
1_46,1_89764,1_174581_5_1,1,1_46_1,,
1_46,1_89764,1_174581_7_1,1,1_46_1,,
1_46,1_89764,1_174581_9_1,1,1_46_1,,
1_46,1_89764,1_174582_11_1,1,1_46_1,,
1_46,1_89764,1_174582_3_1,1,1_46_1,,
1_46,1_89764,1_174582_5_1,1,1_46_1,,
1_46,1_89764,1_174582_7_1,1,1_46_1,,
1_46,1_89764,1_174582_9_1,1,1_46_1,,
1_46,1_89765,1_174583_10_0,0,1_46_0,,
1_46,1_89765,1_174583_2_0,0,1_46_0,,
1_46,1_89765,1_174583_4_0,0,1_46_0,,
1_46,1_89765,1_174583_6_0,0,1_46_0,,
1_46,1_89765,1_174583_8_0,0,1_46_0,,
1_46,1_89765,1_174584_10_0,0,1_46_0,,
1_46,1_89765,1_174584_2_0,0,1_46_0,,
1_46,1_89765,1_174584_4_0,0,1_46_0,,
1_46,1_89765,1_174584_6_0,0,1_46_0,,
1_46,1_89765,1_174584_8_0,0,1_46_0,,
1_46,1_89765,1_174584_-99_0,0,svc_1_174584_-99,,
1_46,1_89765,1_174583_3_1,1,1_46_1,,
1_46,1_89765,1_174583_5_1,1,1_46_1,,
1_46,1_89765,1_174583_7_1,1,1_46_1,,
1_46,1_89765,1_174583_9_1,1,1_46_1,,
1_46,1_89765,1_174584_3_1,1,1_46_1,,
1_46,1_89765,1_174584_5_1,1,1_46_1,,
1_46,1_89765,1_174584_7_1,1,1_46_1,,
1_46,1_89765,1_174584_9_1,1,1_46_1,,
1_46,1_89766,1_174585_10_0,0,1_46_0,,
1_46,1_89766,1_174585_2_0,0,1_46_0,,
1_46,1_89766,1_174585_4_0,0,1_46_0,,
1_46,1_89766,1_174585_6_0,0,1_46_0,,
1_46,1_89766,1_174585_8_0,0,1_46_0,,
1_46,1_89766,1_174586_10_0,0,1_46_0,,
1_46,1_89766,1_174586_2_0,0,1_46_0,,
1_46,1_89766,1_174586_4_0,0,1_46_0,,
1_46,1_89766,1_174586_6_0,0,1_46_0,,
1_46,1_89766,1_174586_8_0,0,1_46_0,,
1_46,1_89766,1_174586_-99_0,0,svc_1_174586_-99,,
1_46,1_89766,1_174585_3_1,1,1_46_1,,
1_46,1_89766,1_174585_5_1,1,1_46_1,,
1_46,1_89766,1_174585_7_1,1,1_46_1,,
1_46,1_89766,1_174585_9_1,1,1_46_1,,
1_46,1_89766,1_174586_3_1,1,1_46_1,,
1_46,1_89766,1_174586_5_1,1,1_46_1,,
1_46,1_89766,1_174586_7_1,1,1_46_1,,
1_46,1_89766,1_174586_9_1,1,1_46_1,,
1_466,1_89245,1_173588_10_0,0,1_466_0,,
1_466,1_89245,1_173588_12_0,0,1_466_0,,
1_466,1_89245,1_173588_14_0,0,1_466_0,,
1_466,1_89245,1_173588_2_0,0,1_466_0,,
1_466,1_89245,1_173588_4_0,0,1_466_0,,
1_466,1_89245,1_173588_6_0,0,1_466_0,,
1_466,1_89245,1_173588_8_0,0,1_466_0,,
1_466,1_89245,1_173589_10_0,0,1_466_0,,
1_466,1_89245,1_173589_12_0,0,1_466_0,,
1_466,1_89245,1_173589_14_0,0,1_466_0,,
1_466,1_89245,1_173589_2_0,0,1_466_0,,
1_466,1_89245,1_173589_4_0,0,1_466_0,,
1_466,1_89245,1_173589_6_0,0,1_466_0,,
1_466,1_89245,1_173589_8_0,0,1_466_0,,
1_466,1_89245,1_173589_-99_0,0,svc_1_173589_-99,,
1_466,1_89245,1_173588_1_1,1,1_466_1,,
1_466,1_89245,1_173588_11_1,1,1_466_1,,
1_466,1_89245,1_173588_13_1,1,1_466_1,,
1_466,1_89245,1_173588_15_1,1,1_466_1,,
1_466,1_89245,1_173588_3_1,1,1_466_1,,
